1, 125925686, 125929298, 125933203, 125925026, 125928681, 125924815, 125928738, 125924396, 125926163, 125924231, 
2, 80592530, 80606558, 80595641, 80592165, 80595940, 80593680, 80594364, 80599620, 80592040, 80593172, 
3, 85969938, 85938043, 85918757, 85914117, 85907537, 85910766, 85933240, 85929795, 85923522, 85924297, 
4, 73489007, 73477042, 73494718, 73489419, 73489097, 73482886, 73484051, 73477038, 73483549, 73489995, 
5, 70352638, 70363136, 70368508, 70369794, 70367731, 70360675, 70359137, 70363723, 70359712, 70357456, 
6, 65010672, 65012321, 65022934, 65018420, 65017591, 65013425, 65014135, 65013529, 65008611, 65014660, 
7, 62861597, 62858156, 62854736, 62856544, 62857619, 62859460, 62857583, 62852955, 62856461, 62858601, 
8, 63315725, 63314643, 63325343, 63314416, 63325896, 63323157, 63325503, 63313061, 63320947, 63319966, 
9, 67855931, 67868341, 67867530, 67858631, 67859178, 67849629, 67855355, 67860983, 67859773, 67866816, 
10, 61723828, 61714541, 61716332, 61715379, 61716081, 61725758, 61731536, 61736104, 61717038, 61723322, 
11, 63472895, 63475566, 63480200, 63477760, 63475687, 63473063, 63470193, 63474345, 63476538, 63478066, 
12, 57704961, 57714212, 57701941, 57708420, 57701364, 57700076, 57707610, 57708743, 57699200, 57705941, 
13, 59239270, 59242208, 59238400, 59232968, 59234530, 59239810, 59237380, 59237860, 59242280, 59244013, 
14, 56825410, 56819339, 56828329, 56820096, 56826330, 56824868, 56824894, 56831158, 56828019, 56820033, 
15, 56992644, 56985080, 56986410, 56980883, 56982611, 56984376, 56979610, 56985632, 56986062, 56991033, 
16, 51844487, 51843032, 51853408, 51852152, 51849574, 51840891, 51851086, 51846641, 51860811, 51849320, 
17, 52110162, 52112738, 52112131, 52121001, 52108160, 52117339, 52106342, 52116993, 52113931, 52115222, 
18, 51423214, 51424863, 51432328, 51428997, 51480807, 51460683, 51429105, 51433478, 51430430, 51426089, 
19, 51164539, 51146774, 51146344, 51152688, 51146859, 51149710, 51148023, 51151798, 51146203, 51165229, 
20, 49550157, 49511409, 49549575, 49558411, 49521384, 49540566, 49501538, 49576415, 49591504, 49581136, 
21, 50770719, 50765114, 50767931, 50762309, 50767703, 50765840, 50773789, 50769329, 50775106, 50766254, 
22, 49893948, 49897639, 49891788, 49897883, 49897135, 49894326, 49899633, 49912222, 49893697, 49902067, 
23, 50461498, 50468687, 50464046, 50462220, 50465364, 50466614, 50558592, 50467139, 50467839, 50464676, 
24, 49026483, 49025613, 49025751, 49032606, 49034998, 49022004, 49026525, 49024297, 49026904, 49029322, 
25, 50214182, 50219075, 50218898, 50220817, 50222137, 50216841, 50215625, 50213082, 50208873, 50216523, 
